Age,Gender,Item Purchased,Category,Location,Discount Applied,Previous Purchases
20,Male,Sweater,Clothing,Idaho,Yes,42
65,Male,Jacket,Outerwear,Wisconsin,Yes,20
29,Male,Scarf,Accessories,New Mexico,Yes,49
22,Male,Jacket,Outerwear,North Carolina,Yes,25
27,Male,Sweater,Clothing,Iowa,Yes,21
36,Male,Coat,Outerwear,Idaho,Yes,12
59,Male,Boots,Footwear,Ohio,Yes,21
62,Male,Hoodie,Clothing,Alabama,Yes,35
34,Male,Hat,Accessories,Wyoming,Yes,42
59,Male,T-shirt,Clothing,Alabama,Yes,3
49,Male,Coat,Outerwear,Mississippi,Yes,11
18,Male,Dress,Clothing,Pennsylvania,Yes,22
55,Male,Shirt,Clothing,Wyoming,Yes,47
38,Male,Skirt,Clothing,Maryland,Yes,33
50,Male,Jewelry,Accessories,North Carolina,Yes,50
61,Male,Hat,Accessories,Pennsylvania,Yes,46
48,Male,Shorts,Clothing,Idaho,Yes,34
22,Male,Scarf,Accessories,California,Yes,33
48,Male,Jewelry,Accessories,Tennessee,Yes,45
57,Male,Sunglasses,Accessories,Missouri,Yes,32
33,Male,Coat,Outerwear,North Dakota,Yes,47
58,Male,Jacket,Outerwear,West Virginia,Yes,5
37,Male,Sweater,Clothing,Arizona,Yes,49
18,Male,Coat,Outerwear,Oklahoma,Yes,48
65,Male,Scarf,Accessories,Pennsylvania,Yes,22
62,Male,Belt,Accessories,Idaho,Yes,45
54,Male,Hat,Accessories,South Carolina,Yes,30
35,Male,Backpack,Accessories,Washington,Yes,43
34,Male,T-shirt,Clothing,Arkansas,Yes,48
25,Male,Jewelry,Accessories,Utah,Yes,23
53,Male,Sunglasses,Accessories,Alaska,Yes,27
45,Male,Jeans,Clothing,West Virginia,Yes,7
49,Male,Pants,Clothing,Louisiana,Yes,2
40,Male,Backpack,Accessories,Arizona,Yes,33
38,Male,Scarf,Accessories,Connecticut,Yes,27
44,Male,Sweater,Clothing,North Carolina,Yes,6
68,Male,Jewelry,Accessories,South Dakota,Yes,20
60,Male,Sneakers,Footwear,Delaware,Yes,46
25,Male,Jewelry,Accessories,Connecticut,Yes,25
19,Male,Coat,Outerwear,Tennessee,Yes,30
57,Male,Coat,Outerwear,New Hampshire,Yes,48
58,Male,Sunglasses,Accessories,Vermont,Yes,47
49,Male,Handbag,Accessories,Idaho,Yes,27
19,Male,Sweater,Clothing,North Carolina,Yes,45
50,Male,Pants,Clothing,Nevada,Yes,2
30,Male,Gloves,Accessories,Delaware,Yes,39
52,Male,Sweater,Clothing,Texas,Yes,24
35,Male,Hoodie,Clothing,Tennessee,Yes,8
35,Male,Hat,Accessories,Delaware,Yes,8
33,Male,T-shirt,Clothing,Massachusetts,Yes,6
52,Male,Skirt,Clothing,Minnesota,Yes,12
69,Male,Sneakers,Footwear,Texas,Yes,26
27,Male,Shorts,Clothing,Nebraska,Yes,50
66,Male,Hoodie,Clothing,Oklahoma,Yes,2
28,Male,Hoodie,Clothing,Texas,Yes,31
22,Male,Shoes,Footwear,New York,Yes,4
69,Male,Hoodie,Clothing,Washington,Yes,32
28,Male,Sunglasses,Accessories,Maryland,Yes,11
55,Male,Skirt,Clothing,New Hampshire,Yes,47
30,Male,Hat,Accessories,New York,Yes,37
67,Male,Backpack,Accessories,Hawaii,Yes,39
25,Male,Sunglasses,Accessories,California,Yes,24
49,Male,Belt,Accessories,Indiana,Yes,11
34,Male,Jewelry,Accessories,Louisiana,Yes,36
22,Male,Sneakers,Footwear,Pennsylvania,Yes,40
63,Male,T-shirt,Clothing,Florida,Yes,25
70,Male,Handbag,Accessories,North Carolina,Yes,12
36,Male,Hat,Accessories,Massachusetts,Yes,38
42,Male,Sweater,Clothing,Iowa,Yes,40
27,Male,Sandals,Footwear,North Dakota,Yes,10
23,Male,Scarf,Accessories,Iowa,Yes,47
50,Male,Shirt,Clothing,Delaware,Yes,22
56,Male,Gloves,Accessories,New York,Yes,35
37,Male,Hoodie,Clothing,New Hampshire,Yes,46
67,Male,Jewelry,Accessories,Kentucky,Yes,30
67,Male,Shirt,Clothing,Illinois,Yes,20
50,Male,Hoodie,Clothing,North Carolina,Yes,25
36,Male,Shoes,Footwear,Connecticut,Yes,29
62,Male,T-shirt,Clothing,Wisconsin,Yes,2
65,Male,Skirt,Clothing,Massachusetts,Yes,32
23,Male,Handbag,Accessories,Illinois,Yes,37
46,Male,Shirt,Clothing,New Mexico,Yes,16
18,Male,Pants,Clothing,Iowa,Yes,32
58,Male,Coat,Outerwear,Alabama,Yes,42
31,Male,Jeans,Clothing,Maryland,Yes,6
39,Male,Gloves,Accessories,Ohio,Yes,23
69,Male,T-shirt,Clothing,Ohio,Yes,27
68,Male,Boots,Footwear,Nevada,Yes,43
41,Male,Jeans,Clothing,South Carolina,Yes,25
31,Male,Sneakers,Footwear,Nevada,Yes,30
48,Male,Sneakers,Footwear,Wisconsin,Yes,7
59,Male,Hat,Accessories,Tennessee,Yes,17
34,Male,Pants,Clothing,Florida,Yes,10
21,Male,Jewelry,Accessories,Georgia,Yes,40
29,Male,Jewelry,Accessories,Kentucky,Yes,50
41,Male,Blouse,Clothing,Ohio,Yes,24
62,Male,Handbag,Accessories,Connecticut,Yes,8
27,Male,Shirt,Clothing,Idaho,Yes,6
49,Male,Dress,Clothing,Georgia,Yes,44
67,Male,T-shirt,Clothing,Tennessee,Yes,47
20,Male,Shoes,Footwear,Hawaii,Yes,6
37,Male,Belt,Accessories,Maryland,Yes,11
69,Male,Belt,Accessories,Nevada,Yes,41
66,Male,Handbag,Accessories,New Hampshire,Yes,46
37,Male,Scarf,Accessories,North Dakota,Yes,9
63,Male,Shorts,Clothing,Oklahoma,Yes,37
47,Male,Sandals,Footwear,North Carolina,Yes,13
26,Male,Pants,Clothing,Tennessee,Yes,24
68,Male,Dress,Clothing,Montana,Yes,47
51,Male,T-shirt,Clothing,Wisconsin,Yes,21
48,Male,Dress,Clothing,Connecticut,Yes,22
60,Male,Socks,Clothing,New Jersey,Yes,16
68,Male,Scarf,Accessories,Mississippi,Yes,37
25,Male,Backpack,Accessories,Wyoming,Yes,3
57,Male,Skirt,Clothing,Illinois,Yes,33
41,Male,Socks,Clothing,Louisiana,Yes,15
59,Male,Coat,Outerwear,Oregon,Yes,42
44,Male,Jewelry,Accessories,South Dakota,Yes,42
42,Male,Backpack,Accessories,Michigan,Yes,19
35,Male,Belt,Accessories,New Jersey,Yes,26
36,Male,Dress,Clothing,Oregon,Yes,39
54,Male,Skirt,Clothing,Iowa,Yes,24
37,Male,Dress,Clothing,South Carolina,Yes,23
20,Male,T-shirt,Clothing,Indiana,Yes,44
23,Male,Skirt,Clothing,Oregon,Yes,34
61,Male,Shorts,Clothing,New York,Yes,43
37,Male,Jewelry,Accessories,New Mexico,Yes,45
23,Male,Pants,Clothing,Louisiana,Yes,4
63,Male,Belt,Accessories,South Carolina,Yes,19
47,Male,Jeans,Clothing,Maine,Yes,29
63,Male,Jeans,Clothing,Indiana,Yes,27
56,Male,Hat,Accessories,Iowa,Yes,37
68,Male,Blouse,Clothing,Mississippi,Yes,11
64,Male,Shirt,Clothing,Arkansas,Yes,28
62,Male,Shirt,Clothing,South Carolina,Yes,31
34,Male,T-shirt,Clothing,Indiana,Yes,50
49,Male,Coat,Outerwear,Florida,Yes,42
40,Male,Jacket,Outerwear,Alaska,Yes,18
50,Male,Hoodie,Clothing,New York,Yes,6
25,Male,Scarf,Accessories,Texas,Yes,33
30,Male,Belt,Accessories,North Dakota,Yes,13
54,Male,Sneakers,Footwear,Vermont,Yes,26
40,Male,Socks,Clothing,New Jersey,Yes,17
49,Male,Sandals,Footwear,Maryland,Yes,3
27,Male,Coat,Outerwear,Connecticut,Yes,7
27,Male,Shoes,Footwear,Illinois,Yes,46
48,Male,Scarf,Accessories,Maryland,Yes,14
40,Male,Sneakers,Footwear,Minnesota,Yes,23
67,Male,Belt,Accessories,Florida,Yes,20
52,Male,Handbag,Accessories,California,Yes,38
22,Male,Handbag,Accessories,Mississippi,Yes,16
62,Male,Boots,Footwear,Washington,Yes,48
20,Male,Boots,Footwear,Wisconsin,Yes,8
41,Male,Pants,Clothing,Pennsylvania,Yes,16
34,Male,Sunglasses,Accessories,Missouri,Yes,5
23,Male,Hoodie,Clothing,Oklahoma,Yes,14
32,Male,Shoes,Footwear,Pennsylvania,Yes,18
68,Male,Handbag,Accessories,Kentucky,Yes,14
30,Male,Jacket,Outerwear,Vermont,Yes,5
66,Male,Blouse,Clothing,Oregon,Yes,15
62,Male,Pants,Clothing,Utah,Yes,3
50,Male,Boots,Footwear,Nebraska,Yes,12
55,Male,Boots,Footwear,Pennsylvania,Yes,43
19,Male,Sweater,Clothing,Vermont,Yes,35
67,Male,Gloves,Accessories,Kentucky,Yes,36
18,Male,Socks,Clothing,Iowa,Yes,3
58,Male,Jeans,Clothing,Indiana,Yes,27
69,Male,Pants,Clothing,Kansas,Yes,21
62,Male,Shorts,Clothing,Illinois,Yes,18
28,Male,Gloves,Accessories,North Carolina,Yes,16
53,Male,Sandals,Footwear,Ohio,Yes,18
27,Male,Blouse,Clothing,Illinois,Yes,19
55,Male,Jacket,Outerwear,Indiana,Yes,1
34,Male,Jewelry,Accessories,Kansas,Yes,39
25,Male,Hat,Accessories,Illinois,Yes,49
66,Male,Socks,Clothing,Pennsylvania,Yes,43
57,Male,Handbag,Accessories,New York,Yes,31
46,Male,Pants,Clothing,Utah,Yes,40
38,Male,Gloves,Accessories,New Jersey,Yes,2
23,Male,Sweater,Clothing,Idaho,Yes,46
42,Male,Hat,Accessories,New Mexico,Yes,35
25,Male,Dress,Clothing,Michigan,Yes,42
55,Male,Pants,Clothing,Wyoming,Yes,3
62,Male,Coat,Outerwear,New Jersey,Yes,32
41,Male,Scarf,Accessories,New Jersey,Yes,48
58,Male,Hoodie,Clothing,Hawaii,Yes,34
56,Male,Socks,Clothing,Nevada,Yes,15
25,Male,Blouse,Clothing,New Hampshire,Yes,22
70,Male,Socks,Clothing,Indiana,Yes,2
42,Male,Dress,Clothing,New York,Yes,30
27,Male,Hoodie,Clothing,Louisiana,Yes,27
65,Male,T-shirt,Clothing,Virginia,Yes,18
62,Male,Hat,Accessories,Wisconsin,Yes,8
62,Male,Boots,Footwear,Oregon,Yes,48
52,Male,Jeans,Clothing,New Hampshire,Yes,24
56,Male,Shorts,Clothing,Indiana,Yes,43
28,Male,Sandals,Footwear,Massachusetts,Yes,8
39,Male,Sandals,Footwear,Montana,Yes,49
54,Male,Sneakers,Footwear,California,Yes,2
30,Male,Hat,Accessories,Indiana,Yes,38
45,Male,Coat,Outerwear,West Virginia,Yes,4
68,Male,Dress,Clothing,Minnesota,Yes,31
47,Male,Boots,Footwear,Ohio,Yes,34
68,Male,Skirt,Clothing,Minnesota,Yes,45
63,Male,Shirt,Clothing,Virginia,Yes,30
20,Male,Shirt,Clothing,Connecticut,Yes,2
29,Male,Boots,Footwear,Tennessee,Yes,44
41,Male,Hoodie,Clothing,Delaware,Yes,1
52,Male,Sweater,Clothing,Vermont,Yes,1
32,Male,Shirt,Clothing,Louisiana,Yes,27
20,Male,Blouse,Clothing,North Dakota,Yes,14
47,Male,T-shirt,Clothing,Oregon,Yes,41
23,Male,Jacket,Outerwear,Idaho,Yes,25
43,Male,Jewelry,Accessories,Vermont,Yes,47
67,Male,Hoodie,Clothing,West Virginia,Yes,20
70,Male,Jewelry,Accessories,Kentucky,Yes,42
35,Male,Sandals,Footwear,Wisconsin,Yes,16
41,Male,Jeans,Clothing,Mississippi,Yes,32
54,Male,Hat,Accessories,Missouri,Yes,37
55,Male,Sweater,Clothing,Arkansas,Yes,1
51,Male,Boots,Footwear,Wyoming,Yes,37
19,Male,Blouse,Clothing,Rhode Island,Yes,5
28,Male,Shorts,Clothing,Utah,Yes,31
63,Male,Hoodie,Clothing,Maryland,Yes,18
30,Male,Pants,Clothing,Georgia,Yes,39
29,Male,Belt,Accessories,New Jersey,Yes,8
24,Male,Shirt,Clothing,New Hampshire,Yes,20
69,Male,Shirt,Clothing,Oregon,Yes,23
65,Male,Dress,Clothing,Arkansas,Yes,38
64,Male,Gloves,Accessories,North Carolina,Yes,45
40,Male,Gloves,Accessories,West Virginia,Yes,44
24,Male,Jeans,Clothing,Utah,Yes,20
66,Male,Belt,Accessories,South Dakota,Yes,34
35,Male,Jacket,Outerwear,New Hampshire,Yes,10
67,Male,Skirt,Clothing,Maryland,Yes,3
69,Male,Sandals,Footwear,South Dakota,Yes,23
26,Male,Belt,Accessories,Kentucky,Yes,42
23,Male,Sweater,Clothing,Florida,Yes,30
27,Male,Shirt,Clothing,Texas,Yes,21
30,Male,Sneakers,Footwear,New Mexico,Yes,50
48,Male,Jeans,Clothing,South Dakota,Yes,16
44,Male,Sandals,Footwear,New Jersey,Yes,32
29,Male,Pants,Clothing,Indiana,Yes,14
29,Male,Belt,Accessories,Louisiana,Yes,42
67,Male,T-shirt,Clothing,West Virginia,Yes,47
42,Male,Shirt,Clothing,Maine,Yes,21
23,Male,Sneakers,Footwear,Idaho,Yes,37
34,Male,Blouse,Clothing,New York,Yes,10
64,Male,Backpack,Accessories,Montana,Yes,18
31,Male,Pants,Clothing,Mississippi,Yes,2
54,Male,Sweater,Clothing,Alaska,Yes,40
23,Male,Coat,Outerwear,Missouri,Yes,43
59,Male,Dress,Clothing,Rhode Island,Yes,14
32,Male,Blouse,Clothing,Hawaii,Yes,41
43,Male,Hoodie,Clothing,South Carolina,Yes,38
32,Male,Shoes,Footwear,Tennessee,Yes,12
66,Male,T-shirt,Clothing,Missouri,Yes,19
70,Male,Shoes,Footwear,Missouri,Yes,23
42,Male,Boots,Footwear,Missouri,Yes,49
56,Male,Shorts,Clothing,Mississippi,Yes,29
28,Male,Belt,Accessories,Arkansas,Yes,14
28,Male,Pants,Clothing,Kentucky,Yes,19
52,Male,Shorts,Clothing,Connecticut,Yes,19
65,Male,Sunglasses,Accessories,Oklahoma,Yes,48
56,Male,Hat,Accessories,California,Yes,19
59,Male,T-shirt,Clothing,Missouri,Yes,45
23,Male,Pants,Clothing,Washington,Yes,17
58,Male,Shorts,Clothing,New York,Yes,15
39,Male,Jewelry,Accessories,Indiana,Yes,11
28,Male,Backpack,Accessories,Oregon,Yes,1
40,Male,Shoes,Footwear,Texas,Yes,17
52,Male,Coat,Outerwear,Florida,Yes,37
37,Male,Sweater,Clothing,Rhode Island,Yes,40
70,Male,Gloves,Accessories,Texas,Yes,50
30,Male,Handbag,Accessories,Vermont,Yes,20
38,Male,Socks,Clothing,Maryland,Yes,8
66,Male,Hoodie,Clothing,Alaska,Yes,16
29,Male,Pants,Clothing,Idaho,Yes,9
46,Male,Coat,Outerwear,West Virginia,Yes,12
56,Male,Boots,Footwear,Nevada,Yes,26
23,Male,Sneakers,Footwear,Oregon,Yes,44
37,Male,Sweater,Clothing,Tennessee,Yes,19
56,Male,Handbag,Accessories,Alabama,Yes,43
36,Male,Belt,Accessories,Indiana,Yes,5
40,Male,Belt,Accessories,Idaho,Yes,5
26,Male,Hoodie,Clothing,Rhode Island,Yes,31
57,Male,Sunglasses,Accessories,Arizona,Yes,11
68,Male,Sneakers,Footwear,Florida,Yes,34
56,Male,T-shirt,Clothing,New York,Yes,14
40,Male,Dress,Clothing,Nebraska,Yes,42
44,Male,Hoodie,Clothing,Mississippi,Yes,15
44,Male,Sweater,Clothing,Vermont,Yes,47
19,Male,Belt,Accessories,Nebraska,Yes,23
21,Male,Socks,Clothing,South Carolina,Yes,23
31,Male,Sunglasses,Accessories,Delaware,Yes,1
30,Male,Coat,Outerwear,Vermont,Yes,28
65,Male,Hat,Accessories,Indiana,Yes,37
39,Male,Pants,Clothing,Oregon,Yes,4
64,Male,Backpack,Accessories,Maryland,Yes,21
59,Male,Shorts,Clothing,Florida,Yes,50
49,Male,Jacket,Outerwear,Indiana,Yes,34
24,Male,Backpack,Accessories,Texas,Yes,20
19,Male,Scarf,Accessories,Nebraska,Yes,25
27,Male,Hoodie,Clothing,North Carolina,Yes,26
56,Male,Skirt,Clothing,Alabama,Yes,4
49,Male,Dress,Clothing,Alabama,Yes,39
41,Male,Coat,Outerwear,Colorado,Yes,29
36,Male,Blouse,Clothing,Wisconsin,Yes,47
68,Male,Hat,Accessories,Delaware,Yes,5
28,Male,Handbag,Accessories,Indiana,Yes,18
45,Male,Belt,Accessories,Iowa,Yes,10
60,Male,Belt,Accessories,Iowa,Yes,25
21,Male,Shirt,Clothing,Wisconsin,Yes,2
32,Male,Shoes,Footwear,Iowa,Yes,48
27,Male,Scarf,Accessories,Montana,Yes,41
40,Male,Pants,Clothing,Mississippi,Yes,42
64,Male,Blouse,Clothing,Michigan,Yes,44
18,Male,Gloves,Accessories,Virginia,Yes,6
22,Male,Handbag,Accessories,New York,Yes,5
42,Male,Sneakers,Footwear,Maine,Yes,8
57,Male,Sandals,Footwear,New Jersey,Yes,24
33,Male,Sunglasses,Accessories,Maryland,Yes,42
37,Male,Jacket,Outerwear,Kentucky,Yes,24
21,Male,T-shirt,Clothing,Minnesota,Yes,38
51,Male,Sneakers,Footwear,Massachusetts,Yes,41
30,Male,Shoes,Footwear,Illinois,Yes,48
68,Male,Jacket,Outerwear,Michigan,Yes,16
36,Male,Scarf,Accessories,Wisconsin,Yes,4
46,Male,Sneakers,Footwear,Alaska,Yes,8
41,Male,Jewelry,Accessories,Mississippi,Yes,1
68,Male,Jacket,Outerwear,Oregon,Yes,4
21,Male,Blouse,Clothing,Maryland,Yes,20
62,Male,Dress,Clothing,Arkansas,Yes,40
59,Male,Scarf,Accessories,Illinois,Yes,8
25,Male,Hat,Accessories,Arkansas,Yes,42
53,Male,Blouse,Clothing,Mississippi,Yes,38
31,Male,Gloves,Accessories,Arkansas,Yes,34
46,Male,Gloves,Accessories,Idaho,Yes,14
26,Male,Coat,Outerwear,Iowa,Yes,39
47,Male,Scarf,Accessories,West Virginia,Yes,40
37,Male,Pants,Clothing,Wisconsin,Yes,49
55,Male,Sunglasses,Accessories,Massachusetts,Yes,33
30,Male,Dress,Clothing,Texas,Yes,25
19,Male,Hat,Accessories,Nebraska,Yes,48
36,Male,Backpack,Accessories,Nevada,Yes,22
23,Male,Sandals,Footwear,Indiana,Yes,1
62,Male,Sunglasses,Accessories,North Dakota,Yes,47
26,Male,Backpack,Accessories,Georgia,Yes,20
36,Male,Jewelry,Accessories,New Mexico,Yes,10
33,Male,Socks,Clothing,New Hampshire,Yes,39
32,Male,Shirt,Clothing,Washington,Yes,15
56,Male,Handbag,Accessories,Nevada,Yes,11
58,Male,Blouse,Clothing,Maine,Yes,38
34,Male,Backpack,Accessories,Idaho,Yes,41
61,Male,Hat,Accessories,Tennessee,Yes,18
48,Male,Skirt,Clothing,Louisiana,Yes,13
25,Male,Shorts,Clothing,Michigan,Yes,43
51,Male,Blouse,Clothing,New Hampshire,Yes,12
29,Male,Socks,Clothing,Minnesota,Yes,3
54,Male,Belt,Accessories,Illinois,Yes,12
48,Male,Boots,Footwear,Idaho,Yes,46
62,Male,Shorts,Clothing,Montana,Yes,21
18,Male,Shirt,Clothing,Alabama,Yes,23
43,Male,Handbag,Accessories,Montana,Yes,4
22,Male,Jeans,Clothing,California,Yes,45
68,Male,Dress,Clothing,Pennsylvania,Yes,24
44,Male,Dress,Clothing,Texas,Yes,3
51,Male,Sandals,Footwear,Michigan,Yes,12
66,Male,Jacket,Outerwear,Connecticut,Yes,34
59,Male,Coat,Outerwear,Wyoming,Yes,39
60,Male,Pants,Clothing,Michigan,Yes,35
31,Male,Backpack,Accessories,South Dakota,Yes,8
20,Male,Blouse,Clothing,North Dakota,Yes,42
24,Male,Skirt,Clothing,Maryland,Yes,6
48,Male,Sandals,Footwear,Michigan,Yes,3
39,Male,Pants,Clothing,South Dakota,Yes,29
34,Male,Hat,Accessories,Florida,Yes,32
70,Male,Hoodie,Clothing,Minnesota,Yes,45
59,Male,Sweater,Clothing,New York,Yes,21
45,Male,Scarf,Accessories,Oregon,Yes,41
35,Male,Sneakers,Footwear,Minnesota,Yes,23
69,Male,Boots,Footwear,Montana,Yes,14
58,Male,Coat,Outerwear,Washington,Yes,24
25,Male,Boots,Footwear,New Mexico,Yes,25
27,Male,Sandals,Footwear,Arizona,Yes,13
34,Male,Pants,Clothing,Nebraska,Yes,3
53,Male,Hoodie,Clothing,Idaho,Yes,42
58,Male,Sandals,Footwear,Idaho,Yes,2
32,Male,Sweater,Clothing,Vermont,Yes,26
64,Male,Belt,Accessories,Arkansas,Yes,24
63,Male,Jeans,Clothing,Wyoming,Yes,6
23,Male,Hoodie,Clothing,New Mexico,Yes,25
64,Male,Boots,Footwear,West Virginia,Yes,11
18,Male,Socks,Clothing,New York,Yes,20
25,Male,Dress,Clothing,Illinois,Yes,25
54,Male,Jacket,Outerwear,Utah,Yes,35
60,Male,Jacket,Outerwear,Colorado,Yes,11
36,Male,Boots,Footwear,Virginia,Yes,41
66,Male,Sneakers,Footwear,Georgia,Yes,17
60,Male,Pants,Clothing,Alabama,Yes,1
59,Male,Coat,Outerwear,Montana,Yes,30
58,Male,Shirt,Clothing,Pennsylvania,Yes,47
35,Male,Sweater,Clothing,Missouri,Yes,34
20,Male,Shoes,Footwear,Maine,Yes,18
70,Male,Boots,Footwear,Pennsylvania,Yes,33
54,Male,Sunglasses,Accessories,Oregon,Yes,42
38,Male,Sneakers,Footwear,Utah,Yes,2
54,Male,Jewelry,Accessories,Oklahoma,Yes,1
33,Male,Belt,Accessories,Montana,Yes,23
46,Male,Gloves,Accessories,Nebraska,Yes,42
58,Male,Shorts,Clothing,Alabama,Yes,3
30,Male,Jewelry,Accessories,Ohio,Yes,16
42,Male,Gloves,Accessories,Arkansas,Yes,46
28,Male,Jewelry,Accessories,Mississippi,Yes,31
43,Male,Sandals,Footwear,California,Yes,15
31,Male,Jewelry,Accessories,Alaska,Yes,48
39,Male,Hat,Accessories,Indiana,Yes,11
69,Male,Shorts,Clothing,Wisconsin,Yes,20
31,Male,Sweater,Clothing,New Jersey,Yes,6
44,Male,Blouse,Clothing,Rhode Island,Yes,24
39,Male,Hat,Accessories,Wyoming,Yes,18
24,Male,Belt,Accessories,Oregon,Yes,1
28,Male,Gloves,Accessories,Washington,Yes,13
48,Male,Coat,Outerwear,Washington,Yes,2
39,Male,Jewelry,Accessories,New Hampshire,Yes,26
64,Male,Skirt,Clothing,Maryland,Yes,31
28,Male,Gloves,Accessories,Wisconsin,Yes,43
39,Male,Jewelry,Accessories,Massachusetts,Yes,12
49,Male,Shorts,Clothing,Nebraska,Yes,22
22,Male,Gloves,Accessories,Nebraska,Yes,3
25,Male,Sneakers,Footwear,Idaho,Yes,23
40,Male,Skirt,Clothing,Arizona,Yes,26
23,Male,Hat,Accessories,Hawaii,Yes,37
24,Male,Jewelry,Accessories,Missouri,Yes,42
66,Male,Sneakers,Footwear,Louisiana,Yes,15
27,Male,Shirt,Clothing,Arkansas,Yes,10
62,Male,Jacket,Outerwear,North Carolina,Yes,3
70,Male,Belt,Accessories,North Dakota,Yes,44
43,Male,T-shirt,Clothing,Montana,Yes,23
45,Male,Jewelry,Accessories,Rhode Island,Yes,6
63,Male,T-shirt,Clothing,Idaho,Yes,9
69,Male,Jacket,Outerwear,Michigan,Yes,16
59,Male,Sweater,Clothing,Illinois,Yes,46
19,Male,Boots,Footwear,Georgia,Yes,24
63,Male,Jeans,Clothing,Alabama,Yes,22
37,Male,Jeans,Clothing,Alaska,Yes,13
37,Male,Pants,Clothing,Massachusetts,Yes,20
50,Male,Jacket,Outerwear,Michigan,Yes,46
60,Male,Jacket,Outerwear,Alaska,Yes,10
46,Male,Belt,Accessories,North Dakota,Yes,39
35,Male,Shirt,Clothing,South Carolina,Yes,44
66,Male,Dress,Clothing,Pennsylvania,Yes,7
35,Male,Blouse,Clothing,Colorado,Yes,3
20,Male,Dress,Clothing,New Hampshire,Yes,44
55,Male,Blouse,Clothing,Maryland,Yes,31
34,Male,Dress,Clothing,Georgia,Yes,48
60,Male,Sneakers,Footwear,Wisconsin,Yes,18
22,Male,Socks,Clothing,Texas,Yes,27
26,Male,Shoes,Footwear,Utah,Yes,1
39,Male,Jeans,Clothing,Indiana,Yes,34
20,Male,Jeans,Clothing,Nevada,Yes,5
57,Male,Gloves,Accessories,New Hampshire,Yes,12
68,Male,Belt,Accessories,New York,Yes,14
50,Male,Sunglasses,Accessories,Texas,Yes,40
21,Male,Hat,Accessories,Iowa,Yes,39
29,Male,Backpack,Accessories,Washington,Yes,50
38,Male,Shorts,Clothing,Tennessee,Yes,5
54,Male,Socks,Clothing,Georgia,Yes,35
22,Male,Socks,Clothing,Massachusetts,Yes,6
29,Male,Belt,Accessories,Oregon,Yes,22
41,Male,Jacket,Outerwear,Oklahoma,Yes,27
26,Male,Hat,Accessories,Wisconsin,Yes,33
69,Male,T-shirt,Clothing,Oregon,Yes,47
20,Male,Backpack,Accessories,Georgia,Yes,48
59,Male,Coat,Outerwear,New Mexico,Yes,22
63,Male,Backpack,Accessories,Mississippi,Yes,8
68,Male,Jacket,Outerwear,Wisconsin,Yes,5
50,Male,Shoes,Footwear,New Hampshire,Yes,16
55,Male,Blouse,Clothing,Wyoming,Yes,26
36,Male,Sandals,Footwear,West Virginia,Yes,8
18,Male,Sunglasses,Accessories,Michigan,Yes,17
68,Male,Shoes,Footwear,Alaska,Yes,50
56,Male,Dress,Clothing,Illinois,Yes,22
32,Male,Belt,Accessories,Hawaii,Yes,19
28,Male,Shorts,Clothing,Colorado,Yes,14
24,Male,Handbag,Accessories,Illinois,Yes,35
59,Male,Blouse,Clothing,Hawaii,Yes,43
56,Male,Jeans,Clothing,Wisconsin,Yes,24
30,Male,Jewelry,Accessories,Arkansas,Yes,17
48,Male,Belt,Accessories,Delaware,Yes,49
60,Male,Sneakers,Footwear,Oregon,Yes,17
46,Male,Hat,Accessories,South Carolina,Yes,40
69,Male,Dress,Clothing,Maryland,Yes,43
19,Male,Sneakers,Footwear,Kansas,Yes,19
66,Male,Sunglasses,Accessories,Arkansas,Yes,40
64,Male,Handbag,Accessories,Minnesota,Yes,13
54,Male,Blouse,Clothing,New Mexico,Yes,20
27,Male,Blouse,Clothing,Delaware,Yes,21
64,Male,Shorts,Clothing,Utah,Yes,18
43,Male,Shorts,Clothing,Ohio,Yes,44
43,Male,Hoodie,Clothing,Alabama,Yes,26
27,Male,Backpack,Accessories,South Dakota,Yes,34
35,Male,Sunglasses,Accessories,New Mexico,Yes,24
43,Male,Scarf,Accessories,Oregon,Yes,23
57,Male,Hat,Accessories,Oregon,Yes,3
50,Male,Scarf,Accessories,Mississippi,Yes,2
37,Male,Scarf,Accessories,Alabama,Yes,23
68,Male,Pants,Clothing,Kansas,Yes,8
22,Male,Backpack,Accessories,California,Yes,30
58,Male,Sunglasses,Accessories,Idaho,Yes,48
48,Male,Sneakers,Footwear,Wyoming,Yes,21
30,Male,Backpack,Accessories,Minnesota,Yes,9
51,Male,Sneakers,Footwear,Washington,Yes,8
20,Male,Skirt,Clothing,Hawaii,Yes,29
30,Male,Pants,Clothing,Missouri,Yes,3
28,Male,Jewelry,Accessories,Colorado,Yes,11
37,Male,Skirt,Clothing,Washington,Yes,16
36,Male,T-shirt,Clothing,North Dakota,Yes,25
18,Male,Skirt,Clothing,Minnesota,Yes,32
52,Male,Shirt,Clothing,California,Yes,28
56,Male,Dress,Clothing,Michigan,Yes,36
68,Male,Boots,Footwear,Delaware,Yes,7
62,Male,Pants,Clothing,California,Yes,2
35,Male,Jacket,Outerwear,Oklahoma,Yes,6
65,Male,Sneakers,Footwear,North Dakota,Yes,30
69,Male,Jewelry,Accessories,Ohio,Yes,46
28,Male,Belt,Accessories,Hawaii,Yes,39
37,Male,Scarf,Accessories,Maryland,Yes,8
